amenities,description,name,score
"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Piscina,Bar/Salón,Playa,Alquiler de bicicletas,Guardería,Estacionamiento,Clases de yoga,Sala de yoga,Clases de actividad física,Entrenador personal,Sauna,Bañera de hidromasaje,Toallas para la piscina/playa,Juguetes para piscina,Piscina infinita,Piscina con vista,Piscina para adultos,Piscina al aire libre,Restaurante,Desayuno disponible,Desayuno bufet,Desayuno en la habitación,Café instantáneo gratis,Bufé apto para niños,Comidas para niños,Comedor al aire libre,Bar de aperitivos,Menús para dietas especiales,Bar en la piscina,Bar junto a la piscina,Bar en la terraza,Navegación,Buceo,Esnórquel,Patio de juegos para niños,Cadenas de televisión para niños,Actividades infantiles (Ideal para niños / familias),Club de niños,Piscina para niños,Equipo para niños para jugar al aire libre,Sillitas altas disponibles,Transporte al aeropuerto,Servicio de traslado en autobús,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Salón de banquetes,Salas de reuniones,Fotocopiadora/Fax en el centro de negocios,Spa,Masaje en pareja,Tratamientos faciales,Baño de pies,Masaje de pies,Masaje de cuerpo completo,Hammam,Masaje de manos,Masaje de cabeza,Masaje,Servicios de depilación,Seguridad las 24 horas,Almacenamiento de equipaje,Conserje,Tienda de regalos,Hotel para no fumadores,Muebles de exterior,Sala de estar o con TV compartida,Reposeras/Sillas playeras,Terraza solárium,Sombrillas,Servicio de mayordomo,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Habitación libre de alérgenos,Cortinas blackout,Aire acondicionado,Playa privada,Máquina de café/té,TV por cable/satélite,Camas extralargas,Productos de tocador de cortesía,Habitaciones insonorizadas,Batas de baño,Escritorio,Servicio de limpieza,Balcón privado,Servicio a la habitación,Caja fuerte,Sala de estar separada,Sofá,Teléfono,Guardarropa/Ropero,Botellas de agua,Estante para la ropa,Plancha,Baños privados,Servicio de despertador/Reloj despertador,Minibar,TV pantalla plana,Secador de pelo,Vista al mar,Habitaciones para no fumadores,Suites,Habitaciones para familias","Sofitel Barú Calablanca Beach Resort ofrece alojamientos inolvidables en Barú, Cartagena, rodeado por las aguas cristalinas del mar Caribe colombiano. Nuestras habitaciones ofrecen vistas al mar Caribe y brindan un espacio amplio y confortable. La experiencia en Calablanca es increíble, con lo mejor de la cocina tradicional colombiana y mediterránea, así como platos internacionales. Disfruta de deliciosas bebidas en Bar La Pergola, en la azotea o en uno de los tres bares junto a la piscina. Además, Sofitel Barú Calablanca Beach Resort cuenta con un spa, gimnasio, actividades acuáticas y náuticas, experiencias gastronómicas semanales, experiencias turísticas y un espacio para niños.",Sofitel Barú Calablanca,"5,0"
"Internet de alta velocidad gratuito (WiFi),Piscina,Desayuno gratis,Cadenas de televisión para niños,Alquiler de autos,Instalaciones para conferencias,Almacenamiento de equipaje,Conserje,Wifi,Toallas para la piscina/playa,Piscina al aire libre,Bar/Salón,Restaurante,Desayuno disponible,Desayuno bufet,Desayuno en la habitación,Bar junto a la piscina,Cambio de divisas,Tienda de regalos,Terraza solárium,Recepción disponible las 24 horas,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Teléfono,TV pantalla plana,Bañera/Ducha,Habitaciones para no fumadores,Habitaciones para familias","Hotel Blue concept cuenta con una privilegiada ubicacion cerca de la playa, a sólo 5 minutos del centro historico de cartagena y centros de convenciones de la ciudad. Contamos con 40 habitaciones totalmente nuevas y modernas.",Hotel Blue Concept,"4,0"
"Internet gratuito,Piscina,Desayuno gratis,Servicio de taxi,Centro de negocios con acceso a Internet,Salas de reuniones,Masaje,Terraza en la azotea,Wifi,Toallas para la piscina/playa,Piscina infinita,Piscina en la terraza,Piscina con vista,Piscina al aire libre,Bar/Salón,Restaurante,Desayuno bufet,Bar junto a la piscina,Bar en la terraza,Solárium,Seguridad las 24 horas,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Reposeras/Sillas playeras,Terraza solárium,Sombrillas,Portero,Recepción disponible las 24 horas,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Teléfono,Minibar,Refrigerador,TV pantalla plana,Suite nupcial,Habitaciones para no fumadores,Suites","Bienvenido al GHL Arsenal Hotel Cartagena, un oasis de lujo con vistas a la majestuosa bahía de Cartagena en el mar Caribe! Estratégicamente ubicado cerca de la histórica iglesia de San Pedro Claver del siglo XVI y del Castillo San Felipe de Barajas, nuestro hotel refinado es la elección perfecta para los viajeros que buscan una experiencia única. Nuestras habitaciones están diseñadas para ofrecer el máximo confort, equipadas con comodidades modernas que incluyen Wi-Fi gratuito, smart TV, frigobar, tetera y cafetera, algunas habitaciones ofrecen vistas panorámicas al mar. Las suites mejoradas cuentan con sala de estar. Además, nuestro servicio a la habitación está disponible para satisfacer todas tus necesidades. Disfruta de nuestro distinguido restobar de vinos y una terraza en la azotea con una piscina infinita que ofrece vistas impresionantes, acompañada de un bar con un ambiente amigable y relajado. Para aquellos que desean mantenerse en forma, contamos con un moderno gimnasio",Arsenal Hotel,"4,5"
"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Piscina,Bar/Salón,Playa,Alquileres de equipos para deportes acuáticos,Actividades infantiles (Ideal para niños / familias),Garaje de estacionamientos,Wifi,Bañera de hidromasaje,Toallas para la piscina/playa,Piscina infinita,Piscina en la terraza,Piscina con vista,Piscina para adultos,Piscina al aire libre,Restaurante,Desayuno disponible,Desayuno bufet,Desayuno en la habitación,Bebida de bienvenida de cortesía,Comidas para niños,Comedor al aire libre,Bar de aperitivos,Vino/Champagne,Máquina expendedora,Bar en la piscina,Bar junto a la piscina,Bar en la terraza,Club de niños,Piscina para niños,Sillitas altas disponibles,Transporte al aeropuerto,Servicio de taxi,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Salón de banquetes,Salas de reuniones,Spa,Envoltura corporal,Masaje en pareja,Tratamientos faciales,Baño de pies,Masaje de pies,Masaje de cuerpo completo,Servicios de maquillaje,Manicura,Masaje,Pedicura,Salón de belleza,Solárium,Servicios de depilación,Terraza en la azotea,Seguridad las 24 horas,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Muebles de exterior,Tiendas,Solárium,Terraza solárium,Sombrillas,Cajero automático en el lugar,Portero,Kit de primeros auxilios,Enfermería,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Habitación libre de alérgenos,Cortinas blackout,Aire acondicionado,Escritorio,Minibar,TV por cable/satélite,Sofá cama,Ducha a ras de suelo,Purificador de aire,Servicio de limpieza,Habitaciones interconectadas disponibles,Balcón privado,Servicio a la habitación,Caja fuerte,Sala de estar,Sala de estar separada,Sofá,Teléfono,Guardarropa/Ropero,Botellas de agua,Servicio de despertador/Reloj despertador,Refrigerador,TV pantalla plana,Radio,Base de conexión para el iPod,Productos de tocador de cortesía,Secador de pelo,Vista al mar,Vista a la piscina,Habitaciones para no fumadores,Suites,Habitaciones para familias","Viva una emocionante escapada tropical en el Radisson Cartagena Ocean Pavillion Hotel, ubicado en la hermosa playa La Boquilla. Nade o bucee en el mar Caribe durante el día y por la noche explore la histórica ciudad amurallada del casco antiguo de Cartagena, que está a solo 15 minutos en automóvil del hotel. Si está buscando animar sus vacaciones, visite la Calle del Arsenal para encontrar bares y clubes nocturnos. Cuando se disponga a volver a casa, nuestro conserje puede reservarle un taxi para ir al Aeropuerto Internacional Rafael Núñez (CTG).",Radisson Cartagena Ocean Pavillion Hotel,"4,5"
"Internet de alta velocidad gratuito (WiFi),Wifi,Desayuno gratis,Bar/Salón,Juegos de mesa/Rompecabezas,Solo para adultos,Cocina compartida,Servicio de lavandería,Aire acondicionado",,Santuario Getsemaní Hostel,"4,5"
"Estacionamiento privado pagado cercano,Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Piscina,Desayuno gratis,Centro de negocios con acceso a Internet,Salas de reuniones,Terraza en la azotea,Wifi,Toallas para la piscina/playa,Piscina en la terraza,Piscina al aire libre,Bar/Salón,Desayuno disponible,Desayuno bufet,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Portero,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Aire acondicionado,Escritorio,Caja fuerte,Teléfono,Plancha,TV pantalla plana,Bañera/Ducha,Habitaciones para no fumadores,Habitaciones para familias","Bienvenido a Hampton by Hilton Cartagena, tu segundo hogar en Cartagena. Hampton by Hilton Cartagena tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.,Para aquellos que estén interesados en visitar puntos de referencia conocidos durante su viaje a Cartagena, Hampton by Hilton Cartagena se encuentra cerca de Santuario de San Pedro Claver (2,0 km) y Plaza de San Pedro Claver (2,0 km).,Hampton by Hilton Cartagena es un hotel de moda con televisor de pantalla plana, aire acondicionado y mesa de escritorio en las habitaciones, y es fácil permanecer conectado durante la estancia, ya que ofrece wifi gratuito para los huéspedes.,El hotel tiene recepción abierta 24 horas, terraza en la azotea y conserje. Además, los huéspedes pueden disfrutar de piscina en la azotea y desayuno incluido, lo que lo ha convertido en una opción popular entre los viajeros que visitan Cartagena.,Los viajeros que quieran gambas pueden acudir a La Vitrola, La Mulata o Café Del Mar Cartagena. Si no, puedes dirigirte a un restaurante de comida china como Sushi Caribe o Restaurante Huakichan.,Si buscas cosas que hacer, considera Plaza Santo Domingo (0,9 km), que es una atracción popular entre los turistas a la que puedes llegar andando.,Hampton by Hilton Cartagena te acerca a lo mejor de Cartagena, tratando de que disfrutes de una estancia relajante y agradable.",Hampton by Hilton Cartagena,"4,0"
Actividades infantiles (Ideal para niños / familias),,Camping Liemens,"4,5"
"Internet de alta velocidad gratuito (WiFi),Wifi,Restaurante,Se admiten mascotas (Se aceptan perros / mascotas),Kitchenette",,Hotel El Castillo Utica,"5,0"
"Estacionamiento con servicio de valet,Wifi,Bar/Salón,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Seguridad las 24 horas,Almacenamiento de equipaje,Estacionamiento privado pagado en el predio,Restaurante,Desayuno disponible,Desayuno bufet,Máquina expendedora,Servicio de traslado en autobús,Servicio de taxi,Salón de banquetes,Salas de reuniones,Conserje,Minimercado,Hotel para no fumadores,Cajero automático en el lugar,Recepción disponible las 24 horas,Check-in y check-out exprés,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Plancha,Servicio de despertador/Reloj despertador,TV pantalla plana,Películas a pedido,Habitaciones para no fumadores,Suites,Habitaciones para familias","La búsqueda del hotel para familias ideal en Los Ángeles no tiene por qué ser difícil. Bienvenido a Crowne Plaza Los Angeles International Airport, una fantástica opción para viajeros como tú.,Las habitaciones de Crowne Plaza Lax ofrecen televisor de pantalla plana y aire acondicionado, y los huéspedes pueden estar conectados con wifi gratuito.,Además, durante la estancia en Crowne Plaza Los Angeles International Airport Hotel los huéspedes tienen acceso a conserje y servicio de habitaciones. También puedes disfrutar de piscina y desayuno. ¿Necesitas un sitio donde aparcar? Hay aparcamiento disponible en Crowne Plaza Lax.,Al estar cerca de los puntos de referencia más conocidos de Los Ángeles, como LAX Theme Building (1,3 km) y Otis College of Art and Design Gallery (2,8 km), Crowne Plaza Los Angeles International Airport Hotel es un magnífico destino para turistas.,Si estás buscando un sitio donde comer cerca, desde Crowne Plaza Los Angeles International Airport Hotel puedes llegar andando a varios restaurantes conocidos como Aliki's Greek Taverna (0,8 km), JW's Steakhouse (0,4 km) y Truxton's American Bistro (1,5 km).,Si tienes tiempo, La Brea Tar Pits and Museum, Los Angeles Museum of the Holocaust y Museum of Tolerance son museos de historia populares a los que es relativamente fácil llegar.,Crowne Plaza Los Angeles International Airport te acerca lo mejor de Los Ángeles, haciendo que tu estancia sea agradable y relajante.",Sonesta Los Angeles Airport Lax,"4,0"
"Estacionamiento gratis,Piscina,Desayuno disponible,Excursionismo,Juegos de mesa/Rompecabezas,Libros, DVD, música para niños,Actividades infantiles (Ideal para niños / familias),Se admiten mascotas (Se aceptan perros / mascotas),Toallas para la piscina/playa,Piscina al aire libre,Piscina para niños,Instalaciones para conferencias,Muebles de exterior,Zona de picnic,Sala de estar o con TV compartida,Reposeras/Sillas playeras,Terraza solárium,Sala de estar,Bañera/Ducha,Habitaciones para familias",,Finca Aguas Claras,"3,5"
"Bar/Salón,Playa",,Jurere Internacional,"4,0"
"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Piscina,Bar/Salón,Bolos,Sala de juegos,Zona interior de juegos para niños,Estacionamiento,Wifi,Vestuarios de gimnasio/spa,Bañera de hidromasaje,Río lento,Piscina para adultos,Piscina cubierta,Piscina al aire libre,Piscina climatizada,Restaurante,Desayuno disponible,Desayuno bufet,Bar en la piscina,Bar junto a la piscina,Parque acuático,Actividades infantiles (Ideal para niños / familias),Club de niños,Equipo para niños para jugar al aire libre,Servicio de traslado en autobús,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Salón de banquetes,Salas de reuniones,Spa,Tratamientos faciales,Masaje,Conserje,Minimercado,Tienda de regalos,Hotel para no fumadores,Tiendas,Cajero automático en el lugar,Check-in las 24 horas,Recepción disponible las 24 horas,Servicio de lavandería,Lavandería de autoservicio,Aire acondicionado,Baño adicional,Servicio de limpieza,Balcón privado,Servicio a la habitación,Kitchenette,Microondas,TV pantalla plana,Caja fuerte,Plancha,Servicio de despertador/Reloj despertador,Refrigerador,Habitaciones para no fumadores,Suites,Habitaciones para familias","Kalahari Resorts & Conventions es una magnífica elección para viajeros que vayan a Wisconsin Dells, ya que ofrece un ambiente para familias además de numerosos servicios diseñados para mejorar su estancia.,Kalahari Resort Wisconsin Dells ofrece una gran variedad de servicios en la habitación, como televisor de pantalla plana, cocinita y aire acondicionado, y puedes permanecer conectado, ya que hay wifi gratuito disponible.,El complejo turístico ofrece servicio de habitaciones y conserje, para que tu estancia sea incluso más agradable. El establecimiento también cuenta con piscina y desayuno. Los huéspedes que lleguen en coche tienen acceso a parking gratis.,Big Chief Go Karts (4,7 km), que se encuentra cerca, hace de Kalahari Resorts & Conventions un magnífico sitio donde alojarse para aquellos interesados en visitar este conocido punto de referencia de Wisconsin Dells.,Aquellos que se alojen en Kalahari Waterpark Hotel encontrarán fantásticos restaurantes a tan solo un paseo desde complejo turístico, como Buffalo Phil's Pizza & Grille (1,1 km), Bobbers Island Grill (1,5 km) y Double Cut Charcoal Grill & Liquor Bar (0,1 km).,Lo mejor de todo es que Kalahari Waterpark Hotel es una fantástica base desde la que conocer numerosas atracciones de Wisconsin Dells, como Rocky Arbor State Park, que es un parque estatal popular.,¡Disfruta de tu estancia en Wisconsin Dells!",Kalahari Resorts & Conventions - Wisconsin Dells,"4,0"
"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Patio,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Almacenamiento de equipaje,Conserje,Wifi,Restaurante,Café instantáneo gratis,Vino/Champagne,Salón de banquetes,Salas de reuniones,Periódico,Sala de estar o con TV compartida,Solárium,Check-in las 24 horas,Recepción disponible las 24 horas,Servicio de lavandería,Servicio de planchado,Cortinas blackout,Habitaciones insonorizadas,Escritorio,Servicio de limpieza,Caja fuerte,Teléfono,TV por cable/satélite,Bañera con hidromasaje,Guardarropa/Ropero,Botellas de agua,Plancha,Baños privados,Servicio de despertador/Reloj despertador,TV pantalla plana,Bañera/Ducha,Productos de tocador de cortesía,Vista a la montaña,Vista a un lugar de interés,Suite nupcial,Habitaciones para no fumadores,Habitaciones para familias","Un lugar lleno de cultura en donde transformamos la rutina en >I sonrisas, relatos, curiosidad, atención y tranquilidad I<",Hotel Cacique Real,"4,5"
"Internet de alta velocidad gratuito (WiFi),Wifi,Hotel para no fumadores,Recepción disponible las 24 horas,TV pantalla plana,Bañera/Ducha,Productos de tocador de cortesía,Secador de pelo,Vista a la ciudad,Habitaciones para no fumadores",,Hostal Salome,"4,5"
"Bar/Salón,Actividades infantiles (Ideal para niños / familias),Almacenamiento de equipaje,Servicio de lavandería",DESAYUNO BUFFET - HOTEL 3 ESTRELLAS - CENTRICO - PILETA - QUINCHO - PARRILLA -ESTACIONAMIENTO,Hotel Tortorici,"4,0"
"Estacionamiento gratis,Internet,Gimnasio / Sala de entrenamiento,Piscina,Bar/Salón,Playa,Cancha de tenis,Actividades infantiles (Ideal para niños / familias),Estacionamiento con servicio de valet,Clases de yoga,Vestuarios de gimnasio/spa,Clases de actividad física,Entrenador personal,Sauna,Bañera de hidromasaje,Toallas para la piscina/playa,Piscina infinita,Piscina con vista,Piscina para adultos,Piscina al aire libre,Piscina climatizada,Parte poco profunda de la piscina,Cafetería,Restaurante,Desayuno disponible,Desayuno bufet,Desayuno en la habitación,Comedor al aire libre,Bar de aperitivos,Bar en la piscina,Bar junto a la piscina,Ejercicios aeróbicos,Personal de entretenimiento,Tenis de mesa,Juegos de mesa/Rompecabezas,Transporte al aeropuerto,Servicio de traslado en autobús,Alquiler de autos,Servicio de taxi,Instalaciones para conferencias,Salón de banquetes,Salas de reuniones,Spa,Envoltura corporal,Masaje en pareja,Tratamientos faciales,Masaje de pies,Masaje de cuerpo completo,Masaje de cabeza,Servicios de maquillaje,Manicura,Masaje,Pedicura,Salón de belleza,Sala de vapor,Seguridad las 24 horas,Almacenamiento de equipaje,Conserje,Minimercado,Cambio de divisas,Tienda de regalos,Muebles de exterior,Tiendas,Reposeras/Sillas playeras,Terraza solárium,Sombrillas,Cajero automático en el lugar,Check-in las 24 horas,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Playa privada,Baño adicional,Servicio de limpieza,Kitchenette,Microondas,TV pantalla plana,Productos de tocador de cortesía,Habitaciones interconectadas disponibles,Balcón privado,Servicio a la habitación,Caja fuerte,Sala de estar,Teléfono,Instalaciones de habitación VIP,Plancha,Servicio de despertador/Reloj despertador,Refrigerador,Secador de pelo,Vista al mar,Habitaciones para no fumadores,Suites,Habitaciones para familias","Pueblo Bonito Emerald Bay Resort & Spa es una magnífica elección para los viajeros que visiten Mazatlán, ya que ofrece un ambiente de lujo, además de numerosos servicios diseñados para mejorar tu estancia.,Las habitaciones de Pueblo Bonito Emerald Bay Mazatlan ofrecen televisor de pantalla plana, frigorífico y aire acondicionado, y los huéspedes pueden estar conectados con internet.,Además, durante la estancia en Mazatlan Emerald Bay los huéspedes tienen acceso a servicio de habitaciones y conserje. También puedes disfrutar de piscina y desayuno. ¿Necesitas un sitio donde aparcar? Hay parking gratis disponible en Emerald Bay Mazatlan.,En Mazatlán hay numerosos sitios donde sirven langosta. Así que cuando estés aquí, no te pierdas sitios como Mr. Lionso Playa Bruja, The Last Drop y La Fonda at Villas El Rancho.,¡Disfruta de tu estancia en Mazatlán!",Pueblo Bonito Emerald Bay Resort & Spa,"4,5"
,,Punta Huina,
Actividades infantiles (Ideal para niños / familias),,Hotel Rio Guapi,"4,0"
"Estacionamiento gratis,Internet gratuito,Gimnasio / Sala de entrenamiento,Piscina,Bar/Salón,Playa,Cancha de tenis,Guardería,Estacionamiento,Wifi,Bañera de hidromasaje,Piscina al aire libre,Restaurante,Desayuno bufet,Bar junto a la piscina,Actividades infantiles (Ideal para niños / familias),Club de niños,Servicio de traslado en autobús,Centro de negocios con acceso a Internet,Salas de reuniones,Conserje,Hotel para no fumadores,Limpieza en seco,Servicio de lavandería,Aire acondicionado,Playa privada,Caja fuerte,Teléfono,Kitchenette,TV pantalla plana,Bañera/Ducha,Secador de pelo,Habitaciones para no fumadores,Suites,Habitaciones para familias",,Club Maeva Miramar Tampico,"3,5"
"Estacionamiento público pagado cercano,Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Guardería,Transporte al aeropuerto,Masaje,Terraza en la azotea,Almacenamiento de equipaje,Wifi,Restaurante,Desayuno en la habitación,Servicio de traslado en autobús,Alquiler de autos,Solárium,Conserje,Hotel para no fumadores,Terraza solárium,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Lavandería de autoservicio,Servicio de planchado,Aire acondicionado,Escritorio,Caja fuerte,Botellas de agua,Servicio de despertador/Reloj despertador,Bañera/Ducha,Productos de tocador de cortesía,Secador de pelo,Habitaciones para no fumadores,Habitaciones para familias","La búsqueda del b&b romántico ideal en Marrakech no tiene por qué ser complicada. Bienvenido a Riad Shaloma, una fantástica opción para viajeros como tú.,Al contar con muchos conocidos puntos de referencia en las inmediaciones, como Mellah (0,3 km) y Palacio El Badi (0,4 km), los huéspedes de Riad Shaloma tienen la oportunidad de visitar con facilidad algunas de las atracciones más populares de Marrakech.,Las habitaciones de los huéspedes ofrecen servicios como aire acondicionado y mesa de escritorio, y los huéspedes pueden permanecer conectados con wifi gratuito que ofrece el b&b.,Riad Shaloma tiene recepción abierta 24 horas, terraza en la azotea y conserje para que la estancia sea más agradable. El establecimiento también cuenta con desayuno incluido. Si vas a en coche a Riad Shaloma, hay aparcamiento disponible.,Durante tu visita, no dejes de ir a uno de los restaurantes de dim sum chinos conocidos de Marrakech como Bo & Zin, Buddha-Bar Marrakech y Ling Ling Marrakech, que se encuentran cerca de Riad Shaloma.,Si buscas cosas que hacer, considera Jemaa el-Fnaa (1,2 km), Palacio De La Bahía (0,5 km) o Madraza de Ben Youssef (2,0 km), que son atracciones populares entre los turistas a las que puedes llegar andando.,Riad Shaloma está deseando darte la bienvenida cuando visites Marrakech.",Riad Shaloma,"4,5"
"Estacionamiento en la calle,Internet gratuito,Desayuno gratis,Sala de juegos,Karaoke,Libros, DVD, música para niños,Seguridad las 24 horas,Instalaciones para hacer parrillas,Wifi,Bar/Salón,Tenis de mesa,Tours a pie,Muebles de exterior,Cocina compartida,Sala de estar o con TV compartida,Check-in las 24 horas,Servicio de lavandería,Microondas,Horno,Refrigerador,Cocina,Utensilios de cocina",,Caña Dulce Hostal,
"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Servicio de taxi,Centro de negocios con acceso a Internet,Salas de reuniones,Conserje,Hotel para no fumadores,Garaje de estacionamientos,Wifi,Bar/Salón,Cafetería,Check-in las 24 horas,Servicio de lavandería,Cortinas blackout,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Comedor separado,TV por cable/satélite,TV pantalla plana,Bañera/Ducha,Teléfono,Guardarropa/Ropero,Servicio de despertador/Reloj despertador,Habitaciones para no fumadores,Habitaciones para familias","Es de mi propiedad un pequeño Hotel cargado de Historia, ya que cumpliremos 95 años el próximo 12 de octubre ( dos estrellas) situado en la ciudad de Cardona, Dpto. de Soriano, Uruguay. Su ubicación es estratégica porque esta en el cruce de carreteras, sustancialmente para los viajeros que vienen desde Argentina hacia el Este uruguayo",Hotel Elizondo,"3,5"
,,Namaste Bávaro Beach,"5,0"
"Estacionamiento gratis,Internet gratuito,Piscina,Desayuno gratis,Alquiler de bicicletas,Bicicletas disponibles,Libros, DVD, música para niños,Patio de juegos para niños,Wifi,Bañera de hidromasaje,Río lento,Piscina al aire libre,Bar/Salón,Cafetería,Restaurante,Café instantáneo gratis,Happy Hour,Comidas para niños,Comedor al aire libre,Vino/Champagne,Bar junto a la piscina,Sala de juegos,Excursionismo,Tours en bicicleta,Billar,Patio,Tenis de mesa,Tours a pie,Juegos de mesa/Rompecabezas,Actividades infantiles (Ideal para niños / familias),Se admiten mascotas (Se aceptan perros / mascotas),Transporte al aeropuerto,Servicio de taxi,Masaje en pareja,Tratamientos faciales,Masaje de pies,Masaje de cuerpo completo,Masaje de cabeza,Masaje,Masaje de cuello,Baño al aire libre,Seguridad las 24 horas,Tienda de regalos,Red para mosquitos,Muebles de exterior,Reposeras/Sillas playeras,Sombrillas,Servicio de lavandería,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Vista a la montaña,Habitaciones para no fumadores,Suites,Habitaciones para familias,Habitaciones para fumadores disponibles",hostal y glamping a la orilla del rio. nuevo y muy comodo armoniza la elegancia y la naturaleza. ideal para toda clase de turismo tanto familiar como aventureros.,Chunuu Hostal y Glamping MINCA,"4,5"
"Internet de alta velocidad gratuito (WiFi),Gimnasio / Sala de entrenamiento,Piscina,Desayuno gratis,Playa,Bicicletas disponibles,Guardería,Zona interior de juegos para niños,Wifi,Clases de yoga,Vestuarios de gimnasio/spa,Clases de actividad física,Entrenador personal,Sauna,Toallas para la piscina/playa,Juguetes para piscina,Piscina infinita,Piscina con vista,Piscina al aire libre,Piscina climatizada,Piscina privada,Piscina de agua salada,Bar/Salón,Restaurante,Desayuno disponible,Desayuno bufet,Desayuno en la habitación,Café instantáneo gratis,Bebida de bienvenida de cortesía,Comidas para niños,Comedor al aire libre,Menús para dietas especiales,Vino/Champagne,Bar en la piscina,Bar junto a la piscina,Navegación,Canotaje,Buceo,Esnórquel,Cancha de tenis,Alquileres de equipos para deportes acuáticos,Windsurf,Personal de entretenimiento,Entretenimiento nocturno,Pesca,Tenis de mesa,Actividades infantiles (Ideal para niños / familias),Club de niños,Sillitas altas disponibles,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Salas de reuniones,Spa,Envoltura corporal,Masaje en pareja,Tratamientos faciales,Masaje de pies,Masaje de cuerpo completo,Masaje de cabeza,Servicios de maquillaje,Manicura,Masaje,Baño al aire libre,Pedicura,Salón de belleza,Sala de vapor,Servicios de depilación,Seguridad las 24 horas,Almacenamiento de equipaje,Conserje,Cambio de divisas,Tienda de regalos,Periódico,Tiendas,Solárium,Reposeras/Sillas playeras,Terraza solárium,Sombrillas,Servicio de mayordomo,Enfermería,Paraguas,Recepción disponible las 24 horas,Check-in y check-out privado,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Habitación libre de alérgenos,Batas de baño,Aire acondicionado,Baño adicional,Escritorio,Minibar,TV pantalla plana,Bidé,Servicio de limpieza,Balcón privado,Servicio a la habitación,Caja fuerte,Sala de estar,Sofá,Teléfono,Instalaciones de habitación VIP,Guardarropa/Ropero,Botellas de agua,Estante para la ropa,Baños privados,Servicio de despertador/Reloj despertador,Películas a pedido,Ducha a ras de suelo,Bañera/Ducha,Productos de tocador de cortesía,Secador de pelo,Vista al mar,Suite nupcial,Habitaciones para no fumadores,Suites,Habitaciones para familias",,Four Seasons Resort Maldives At Landaa Giraavaru,"5,0"
"Bar/Salón,Restaurante,Alquiler de bicicletas,Actividades infantiles (Ideal para niños / familias)",,Posada Icaro,"4,5"
